Voucher14,51.39119836222963
Voucher36,74.6708379551126
Voucher13,78.0519304509568
Voucher35,58.2854976938279
Voucher16,69.06021607250558
Voucher38,51.699558052537164
Voucher15,68.31403423866857
Voucher37,60.39436064894151
Voucher18,87.6711538908811
Voucher17,52.66753183481245
Voucher39,85.70274501112667
Voucher19,59.205787736366176
Voucher30,55.01786963265183
Voucher10,85.07001743515787
Voucher32,73.25994005902974
Voucher31,98.96444571397083
Voucher12,68.158199868815
Voucher34,79.68699575146067
Voucher11,86.98353008678407
Voucher33,91.60890832527977
Voucher1,96.10702653809284
Voucher25,65.74172999307312
Voucher24,74.53308650298746
Voucher27,54.3912949259798
Voucher5,65.26747853344567
Voucher29,97.14209221646405
Voucher4,94.13640245886668
Voucher28,52.07139181506323
Voucher3,86.26646819355534
Voucher2,92.75983132463031
Voucher9,66.17325584614896
Voucher8,68.3877747004445
Voucher7,69.41120303797733
Voucher6,57.893623144508766
Voucher40,97.12098159389947
Voucher21,90.86525496104775
Voucher20,69.61720073823112
Voucher23,97.80635768052986
Voucher22,54.44562096306683
